id_employee	name	involvement	performance	environment	satisfaction	life_balance	age	travel	department	distance_home	education	education_field	gender	job_level	role	marital_status	income	previous_companies	salary_hike	stock_option	total_working_years	training_ly	years_company	last_promotion	years_curr_manager
19	Christopher Larson	Medium	Excellent	Medium	9	1	35	0	Sales	7	Master	Life Sciences	Male	1	Sales Representative	1	2198	7	16	0	10	5	7	6	2
20	Janet Smith	High	Excellent	Low	9	1	38	0	Research & Development	8	Bachelor	Life Sciences	Female	1	Manager	1	2697	1	11	1	8	5	8	7	7
21	Jason Browning	High	Excellent	High	5	1	26	0	Research & Development	1	Master	Other	Male	2	Laboratory Technician	3	2014	1	18	0	6	3	6	1	4
22	Christopher Yang	Medium	Outstanding	Low	5	1	50	0	Sales	8	Master	Life Sciences	Male	1	Research Scientist	2	2356	3	23	0	28	2	10	1	6
23	Jessica Novak	High	Excellent	High	7	1	53	0	Research & Development	11	Master	Life Sciences	Female	2	Research Scientist	1	2114	3	11	0	21	2	5	1	3
24	Paul Thompson	Low	Excellent	Medium	5	1	42	0	Research & Development	4	Master	Life Sciences	Male	1	Manufacturing Director	3	1908	1	14	0	0	4	20	11	6
25	Eric Moore	High	Excellent	Medium	6	1	29	0	Research & Development	16	Master	Medical	Male	1	Laboratory Technician	2	2918	1	11	1	10	2	10	0	9
26	Nicole Harmon	High	Excellent	Medium	9	1	55	0	Research & Development	1	Master	Other	Female	1	Research Scientist	3	1933	3	11	0	12	2	10	0	8
27	Melissa Peterson	High	Outstanding	Low	6	2	26	0	Research & Development	9	Bachelor	Life Sciences	Female	1	Manager	3	2090	1	22	0	5	3	5	3	3
28	Gregory Valdez IV	High	Excellent	Very High	9	1	37	0	Sales	5	Below College	Marketing	Male	1	Research Scientist	2	4326	1	11	0	17	2	17	5	7
30	Sara Aguilar	Medium	Excellent	Very High	6	2	38	0	Sales	2	Bachelor	Marketing	Female	1	Manager	2	2020	9	12	0	10	3	2	1	2
32	Hayden Matthews	Medium	Excellent	Very High	7	4	28	0	Research & Development	7	Bachelor	Other	Male	1	Human Resources	1	2318	1	13	0	5	6	5	0	2
33	Emily Bradley	High	Excellent	High	7	1	49	0	Research & Development	1	Below College	Medical	Female	2	Research Scientist	2	2514	9	13	0	22	2	3	1	2
34	Daniel Harris	High	Excellent	High	5	1	36	0	Sales	5	Bachelor	Technical Degree	Male	3	Sales Executive	1	2614	4	14	0	10	2	8	7	7
35	Dr. Ian Watson	High	Excellent	Very High	5	4	31	2	Research & Development	9	Master	Medical	Male	1	Sales Executive	3	1372	1	16	1	2	4	2	2	2
37	Elijah Mahoney	High	Excellent	Medium	6	2	37	0	Sales	9	Below College	Marketing	Male	1	Laboratory Technician	3	2734	1	14	0	4	3	4	1	2
38	Robert Ramirez	High	Excellent	High	6	1	42	0	Sales	2	College	Marketing	Male	3	Research Director	2	3697	5	13	0	23	2	20	4	8
40	Steve Baldwin	Medium	Excellent	High	5	1	35	0	Sales	20	College	Life Sciences	Male	1	Laboratory Technician	3	1874	0	19	0	12	2	11	6	9
41	Erica Rich	Medium	Excellent	High	7	1	36	1	Research & Development	8	Bachelor	Other	Female	3	Sales Executive	2	1756	4	12	2	4	2	1	0	0
42	Benjamin Moore	Medium	Excellent	Very High	7	4	51	0	Research & Development	2	Bachelor	Life Sciences	Male	2	Laboratory Technician	3	2155	5	13	0	13	2	4	1	2
43	Cameron Townsend	High	Excellent	Very High	8	1	41	0	Research & Development	29	Below College	Life Sciences	Male	1	Laboratory Technician	3	2772	1	12	0	22	6	22	0	4
44	Mr. Samuel Lynn	High	Excellent	Very High	3	3	18	2	Sales	7	Bachelor	Life Sciences	Male	1	Research Scientist	1	1347	1	15	0	0	3	0	0	0
45	Benjamin Allen	Medium	Outstanding	Medium	7	1	28	0	Research & Development	9	Bachelor	Medical	Male	1	Sales Representative	3	2584	0	23	2	9	2	8	0	7
46	David Evans	High	Excellent	Medium	5	1	31	0	Research & Development	8	Below College	Technical Degree	Male	1	Manufacturing Director	3	1947	4	12	1	10	2	8	7	7
47	Jessica Moody	High	Outstanding	High	8	1	39	0	Sales	5	Master	Marketing	Female	2	Human Resources	1	2624	0	20	0	19	3	18	3	7
48	Kevin Lynn	High	Outstanding	Medium	7	1	36	0	Research & Development	5	Master	Life Sciences	Male	1	Sales Executive	3	2687	7	21	0	11	4	9	0	8
49	Michael Johnson	High	Outstanding	Very High	7	1	32	0	Sales	2	Bachelor	Marketing	Male	2	Laboratory Technician	1	1587	1	21	1	13	4	13	4	8
50	Ashley Carpenter	Medium	Excellent	Low	6	1	38	0	Research & Development	5	College	Life Sciences	Female	3	Research Scientist	2	2033	3	19	2	19	4	10	0	1
51	Stephen Hall	Medium	Excellent	Very High	8	2	58	0	Research & Development	2	Bachelor	Life Sciences	Male	2	Manufacturing Director	2	1779	2	13	2	12	3	5	1	2
52	Kimberly Curry	Medium	Excellent	High	6	3	31	0	Research & Development	20	Below College	Technical Degree	Female	3	Research Scientist	3	1263	0	13	1	6	3	5	0	3
53	Matthew Reilly	High	Outstanding	Low	7	1	31	0	Sales	7	Master	Marketing	Male	2	Sales Executive	3	2031	3	21	1	9	2	2	1	0
54	Taylor Long	High	Excellent	Low	5	1	45	0	Research & Development	3	Below College	Medical	Female	1	Sales Executive	1	1787	1	13	0	24	6	24	9	11
55	Tara Curry	High	Excellent	High	8	1	31	1	Sales	16	Master	Marketing	Female	2	Research Scientist	3	2571	0	19	2	3	0	2	2	2
56	Timothy Dawson	High	Excellent	Very High	5	1	33	0	Research & Development	9	Bachelor	Life Sciences	Male	4	Research Director	3	2186	6	12	1	12	3	10	8	8
57	Brian Lang	High	Outstanding	High	9	1	39	0	Sales	1	Master	Life Sciences	Male	1	Sales Executive	3	1576	1	22	1	21	6	21	11	10
58	Joshua Baker	High	Excellent	High	5	1	43	0	Research & Development	7	Master	Medical	Male	4	Research Scientist	2	2786	0	15	0	9	2	8	1	7
59	John Nichols	High	Outstanding	High	4	1	49	0	Research & Development	1	Bachelor	Life Sciences	Male	3	Manufacturing Director	3	1804	7	22	0	25	2	7	0	7
61	Christopher Vargas	High	Outstanding	High	8	4	27	0	Research & Development	15	Master	Medical	Male	3	Research Scientist	1	1544	1	22	0	4	2	4	1	2
62	Michael Hernandez	Very High	Excellent	High	8	1	32	0	Research & Development	1	Bachelor	Life Sciences	Male	3	Research Scientist	2	3380	1	11	1	13	6	13	11	9
63	Melissa Fuller	Very High	Excellent	Very High	5	4	27	0	Research & Development	13	College	Medical	Female	4	Research Director	2	2513	1	12	2	5	5	5	0	4
64	Trevor Jones	Very High	Excellent	Very High	5	1	31	0	Sales	24	Bachelor	Life Sciences	Male	2	Healthcare Representative	2	2216	4	11	3	13	4	7	1	7
65	David Ruiz Jr.	High	Excellent	Low	8	1	32	0	Research & Development	7	Bachelor	Technical Degree	Male	2	Healthcare Representative	1	1531	7	13	0	10	2	7	0	7
67	Katherine Bell	High	Excellent	Very High	9	1	30	0	Research & Development	13	Bachelor	Life Sciences	Female	4	Research Director	2	3257	1	13	0	11	3	10	1	9
68	Amber Brown	Medium	Excellent	High	9	1	31	0	Research & Development	2	Below College	Life Sciences	Female	1	Manager	3	1943	1	17	0	10	5	10	8	9
69	Ruth Nguyen	High	Excellent	High	9	1	39	0	Research & Development	19	Master	Medical	Female	1	Research Scientist	1	3991	1	13	0	21	4	21	13	3
71	Thomas Petty	High	Excellent	Medium	7	1	33	0	Sales	4	College	Life Sciences	Male	4	Research Scientist	2	2524	3	11	1	9	0	7	0	1
72	Latasha Lynn	Very High	Outstanding	Very High	8	2	47	0	Research & Development	4	Bachelor	Life Sciences	Female	2	Healthcare Representative	2	2651	4	23	0	21	4	3	1	1
73	Rebecca Banks	High	Excellent	High	8	1	43	0	Research & Development	14	Bachelor	Medical	Female	5	Research Director	3	2565	1	17	2	9	2	9	0	0
74	Kevin Smith	High	Excellent	High	7	4	27	0	Research & Development	2	Bachelor	Life Sciences	Male	1	Research Director	2	2430	0	17	0	6	3	5	1	4
75	Donald Smith	High	Excellent	Very High	5	3	54	0	Research & Development	1	Master	Life Sciences	Male	2	Research Scientist	2	1696	3	12	2	20	2	4	0	3
76	Kristine Stanton	High	Outstanding	High	8	2	43	0	Research & Development	7	College	Life Sciences	Female	2	Manager	3	2141	8	23	0	10	3	1	0	0
77	Ann Rodriguez	High	Excellent	Very High	5	1	45	0	Sales	3	Below College	Marketing	Female	1	Sales Executive	1	2543	9	14	1	12	6	10	9	8
78	Mark Woods	High	Excellent	Medium	7	2	40	0	Research & Development	2	Master	Other	Male	4	Research Scientist	2	1684	2	14	2	6	6	4	0	2
80	Jeffrey Fowler	High	Outstanding	Medium	5	4	29	0	Human Resources	8	Bachelor	Medical	Male	3	Sales Representative	3	2046	0	22	2	4	3	3	2	2
81	Frank Obrien	Medium	Excellent	Very High	5	1	30	0	Research & Development	10	Bachelor	Life Sciences	Male	2	Research Scientist	1	2897	1	12	2	10	2	10	1	2
82	Jacob Hunter	Medium	Excellent	Medium	7	1	27	0	Research & Development	11	College	Medical	Male	1	Manager	3	1935	1	18	1	8	2	8	0	7
83	Justin Torres	High	Excellent	Very High	5	1	37	0	Sales	1	Master	Life Sciences	Male	2	Healthcare Representative	3	2825	7	14	0	8	4	6	0	4
84	Shawn Fisher	High	Excellent	High	7	1	38	0	Research & Development	28	Master	Medical	Male	1	Laboratory Technician	3	2285	0	12	0	12	1	11	2	9
85	Candice Powell	High	Excellent	High	7	1	31	0	Research & Development	6	Bachelor	Medical	Female	3	Manager	2	1888	1	15	1	11	5	11	4	10
86	Robert Hester	High	Excellent	Very High	5	1	29	0	Research & Development	3	Master	Life Sciences	Male	3	Sales Executive	3	2542	1	11	0	7	0	7	1	7
87	Michael Martin	Very High	Excellent	High	6	1	35	0	Sales	16	College	Technical Degree	Male	3	Manager	3	4212	0	13	1	17	3	16	0	13
88	Gordon Nguyen	Medium	Outstanding	High	7	4	23	0	Research & Development	20	Master	Life Sciences	Male	1	Manufacturing Director	3	2366	1	23	0	4	2	4	0	2
89	Yolanda Miller	High	Excellent	Very High	8	4	41	0	Research & Development	9	College	Life Sciences	Female	1	Laboratory Technician	3	2309	6	19	2	8	0	5	1	2
90	Christine Freeman	Very High	Excellent	Medium	8	4	47	0	Sales	1	Bachelor	Medical	Female	2	Laboratory Technician	2	2002	3	16	1	5	2	0	0	0
91	Joseph Thompson	Low	Outstanding	Low	6	4	42	0	Research & Development	3	Master	Life Sciences	Male	1	Manager	3	1104	2	22	0	16	0	1	0	0
92	Christopher Townsend	Medium	Outstanding	Very High	7	1	29	0	Sales	22	Master	Marketing	Male	2	Human Resources	2	2234	1	22	0	4	1	4	0	2
93	Garrett Collins	Medium	Excellent	High	5	4	42	0	Sales	7	Master	Medical	Male	3	Research Scientist	3	1559	0	12	1	4	3	3	1	0
94	Nathan Zimmerman MD	High	Excellent	High	8	1	32	0	Research & Development	2	Bachelor	Medical	Male	2	Research Scientist	2	2856	1	13	0	8	0	8	0	7
95	Nicholas Holland	Medium	Excellent	Low	3	3	48	0	Sales	13	Master	Medical	Male	4	Sales Executive	3	2386	3	16	1	15	2	0	0	0
96	Tyler York	High	Excellent	High	4	1	37	0	Research & Development	8	Doctor	Technical Degree	Male	2	Manufacturing Director	2	2287	4	12	0	13	2	7	6	7
97	Chad Reed	High	Outstanding	Very High	7	1	30	1	Sales	25	Master	Other	Male	1	Healthcare Representative	1	2277	7	21	1	4	0	2	2	2
98	Karen Lewis	High	Excellent	High	4	1	26	0	Sales	28	Bachelor	Medical	Female	5	Laboratory Technician	2	1890	1	15	3	8	3	8	7	7
99	Tracy Hoffman	High	Excellent	Low	4	4	42	0	Sales	2	College	Medical	Female	1	Laboratory Technician	1	1974	3	13	2	14	2	1	0	0
101	Matthew Vaughn	Low	Outstanding	Very High	5	2	36	0	Human Resources	28	Bachelor	Human Resources	Male	2	Laboratory Technician	3	2899	4	22	0	7	4	1	0	0
102	Betty Meyers	High	Excellent	Low	8	1	36	0	Research & Development	6	Bachelor	Life Sciences	Female	2	Research Scientist	2	4333	4	13	1	16	2	13	1	12
103	Timothy Kelley	Low	Excellent	Very High	8	1	57	0	Research & Development	21	Master	Life Sciences	Male	5	Research Scientist	2	3105	2	18	0	15	2	3	1	2
104	Jeremy Smith	High	Excellent	Very High	8	1	40	0	Research & Development	8	Bachelor	Other	Male	2	Sales Executive	3	2871	3	14	1	10	3	7	1	7
105	Lori Schmidt	Low	Excellent	Low	5	4	21	0	Research & Development	1	Doctor	Life Sciences	Female	2	Manager	3	2569	1	14	0	3	2	3	2	2
107	Jeffrey Rodriguez	Very High	Excellent	High	7	3	37	0	Research & Development	5	Bachelor	Life Sciences	Male	4	Research Scientist	2	2359	6	19	0	17	3	5	0	3
108	Jennifer Lucas	High	Excellent	High	8	4	46	0	Sales	2	Master	Marketing	Female	2	Laboratory Technician	2	1924	2	11	0	7	3	1	0	0
110	Erin Smith	High	Excellent	Very High	7	2	50	0	Research & Development	9	Bachelor	Medical	Female	3	Laboratory Technician	3	2125	6	15	0	20	2	4	1	3
112	Thomas Alvarado	High	Outstanding		8	3	31	0	Research & Development	1	Bachelor	Life Sciences	Male	4	Human Resources	1	2117	0	24	0	3	5	2	2	2
114	Emily Brown	Very High	Excellent	Very High	8	2	29	0	Research & Development	1	Bachelor	Life Sciences	Female	2	Research Director	3	973	9	12	1	6	6	3	1	2
115	Janice Howard	High	Excellent	High	6	1	35	0	Research & Development	29	Bachelor	Life Sciences	Female	3	Sales Executive	1	1807	9	15	0	10	2	1	0	0
116	David James	High	Excellent	Very High	6	1	27	0	Sales	2	Bachelor	Life Sciences	Male	1	Sales Executive	3	2342	0	12	1	5	2	5	0	4
117	Eric Anderson	Medium	Excellent	Medium	5	1	28	0	Research & Development	2	College	Medical	Male	3	Manager	1	2621	1	12	0	7	2	7	0	7
118	Clifford Scott	High	Excellent	Medium	6	3	49	0	Sales	2	Bachelor	Technical Degree	Male	2	Manufacturing Director	2	2834	8	14	1	26	3	5	0	0
119	John Hunter	High	Outstanding	High	8	1	51	0	Research & Development	1	College	Life Sciences	Male	1	Sales Executive	1	1465	4	22	1	18	2	7	0	7
120	Jacob Harrison	High	Excellent	Very High	8	4	36	0	Sales	15	College	Life Sciences	Male	1	Sales Executive	2	1885	4	12	0	6	1	2	2	2
122	David Payne	High	Excellent	High	6	3	55	0	Sales	26	Bachelor	Marketing	Male	1	Laboratory Technician	2	1765	2	13	0	30	3	5	1	2
123	Lori King	High	Excellent	Very High	8	4	24	0	Research & Development	1	Bachelor	Life Sciences	Female	5	Manager	2	1884	1	18	3	5	4	5	0	3
124	Brittany Miller	High	Excellent	High	7	3	30	0	Research & Development	3	Bachelor	Life Sciences	Female	2	Manager	1	1745	1	13	0	1	3	1	0	0
126	Henry Thornton	Medium	Excellent	Low	6	2	22	0	Research & Development	16	Doctor	Other	Male	1	Research Scientist	2	2899	1	19	2	2	3	2	1	2
127	Tina Miller	High	Excellent	Medium	5	1	36	0	Research & Development	1	Bachelor	Medical	Female	5	Healthcare Representative	3	2137	1	12	1	10	3	10	9	0
129	Michael Potter	High	Excellent	Very High	4	1	37	0	Research & Development	10	Below College	Technical Degree	Male	1	Sales Executive	3	1394	1	14	1	18	3	18	12	17
130	Robert Gutierrez	Medium	Excellent	Very High	6	3	40	0	Research & Development	6	College	Medical	Male	3	Research Scientist	3	1940	7	14	2	8	3	5	1	3
131	Michelle King	Medium	Excellent	Medium	6	1	42	0	Research & Development	2	Bachelor	Medical	Female	4	Manager	1	2390	3	12	1	8	2	5	1	2
132	Brett Howard	Medium	Excellent	High	3	3	37	0	Sales	9	Below College	Marketing	Male	3	Sales Executive	2	1514	2	11	1	18	3	1	0	1
133	Brooke Hall	High	Excellent	Low	8	1	43	0	Sales	10	College	Life Sciences	Female	1	Sales Executive	3	4400	1	11	0	25	2	25	3	9
134	Veronica King MD	Medium	Excellent	Medium	4	4	40	2	Sales	6	College	Life Sciences	Female	1	Laboratory Technician	1	1176	6	13	0	20	2	1	0	0
135	Krystal Walters	Medium	Outstanding	Low	6	2	54	0	Human Resources	9	Bachelor	Life Sciences	Female	2	Manufacturing Director	2	1915	4	23	1	24	2	4	1	2
136	Christopher Greene	High	Outstanding	High	6	2	34	0	Research & Development	28	Bachelor	Medical	Male	1	Laboratory Technician	2	1192	9	20	1	6	3	3	1	2
137	Christopher Meyers	Medium	Excellent	Medium	8	1	31	0	Research & Development	10	Master	Life Sciences	Male	3	Sales Executive	2	3029	1	15	1	13	2	13	3	12
138	Mrs. Kristina Washington	Medium	Excellent	Very High	8	4	43	0	Sales	14	Bachelor	Life Sciences	Female	1	Manufacturing Director	3	1741	7	14	2	0	3	3	1	2
139	William Rodriguez	High	Excellent	High	7	4	43	0	Sales	27	Master	Life Sciences	Male	2	Sales Representative	2	1791	4	18	1	8	3	5	0	2
140	Richard Harris	Very High	Excellent	Medium	8	4	25	0	Human Resources	7	College	Human Resources	Male	1	Manufacturing Director	2	2513	1	19	1	5	2	5	1	3
141	Edgar Carr	Medium	Outstanding	Medium	4	1	37	0	Research & Development	1	Bachelor	Medical	Male	3	Laboratory Technician	3	3442	3	22	0	15	5	13	10	7
142	Anthony Wyatt	High	Excellent	Very High	5	1	31	0	Research & Development	24	Below College	Medical	Male	3	Laboratory Technician	2	2193	1	13	1	4	2	4	3	2
143	Jessica Reyes	Low	Outstanding	Medium	7	1	39	0	Research & Development	26	Master	Technical Degree	Female	1	Sales Executive	1	2693	1	20	1	21	5	21	1	6
144	Alison Perry	High	Excellent	High	9	1	56	0	Research & Development	20	Master	Life Sciences	Female	3	Sales Executive	2	1128	9	14	0	36	1	7	7	7
145	Emma Noble	High	Excellent	Medium	8	4	30	0	Sales	5	Master	Medical	Female	2	Manufacturing Director	2	1731	0	17	1	6	2	5	4	4
146	Carrie Burton	Medium	Excellent	Medium	6	1	41	0	Research & Development	7	Bachelor	Technical Degree	Female	3	Research Scientist	2	1766	1	14	0	10	2	10	0	7
147	Robert Valdez	Medium	Excellent	High	4	1	28	0	Research & Development	7	Bachelor	Medical	Male	3	Healthcare Representative	2	1542	1	13	0	10	2	10	1	8
149	Heather Hill	Medium	Outstanding	Very High	5	3	52	0	Research & Development	26	College	Life Sciences	Female	2	Sales Representative	1	1930	2	21	0	28	2	5	0	4
150	Misty Snyder	High	Excellent	Low	8	3	45	0	Research & Development	2	Bachelor	Medical	Female	1	Sales Executive	1	1872	3	14	1	8	4	2	0	2
151	Daniel Gould	High	Excellent	Very High	6	4	52	0	Research & Development	12	Bachelor	Medical	Male	2	Research Scientist	2	2031	2	11	1	31	3	5	1	4
152	Diane Fleming	Medium	Excellent	Low	8	4	42	0	Sales	10	Bachelor	Marketing	Female	2	Healthcare Representative	3	1773	2	13	1	19	0	5	0	2
153	Tyrone Schultz	High	Outstanding	High	7	2	30	0	Sales	25	Bachelor	Marketing	Male	1	Sales Executive	1	1765	2	20	1	11	5	5	0	2
154	Courtney Mills	High	Excellent	Low	5	1	60	0	Research & Development	10	Bachelor	Life Sciences	Female	1	Manufacturing Director	2	3071	5	18	1	33	4	29	11	10
155	Tracy Ramirez	Medium	Excellent	High	4	1	46	0	Sales	19	Master	Marketing	Female	1	Sales Executive	3	2276	2	14	0	19	5	10	0	8
156	Dr. Matthew Archer	High	Excellent	Very High	5	1	42	0	Research & Development	18	Master	Technical Degree	Male	4	Sales Executive	2	1781	0	13	2	7	2	6	0	4
159	Dawn Ford	High	Excellent	Very High	8	1	38	0	Sales	3	Bachelor	Marketing	Female	2	Sales Executive	1	1231	1	11	1	1	3	1	0	0
160	Alicia Smith	Medium	Excellent	High	6	1	40	0	Sales	26	Master	Marketing	Female	1	Sales Executive	2	1421	0	18	1	21	2	20	1	12
161	Denise Phillips	Very High	Outstanding	Low	7	2	26	0	Research & Development	3	College	Medical	Female	4	Healthcare Representative	2	1424	1	24	0	3	2	3	0	2
162	Stephanie Rodriguez	Medium	Excellent	High	5	2	30	0	Research & Development	15	Bachelor	Medical	Female	2	Sales Executive	3	991	4	18	3	9	2	5	1	4
163	Deborah Brown	High	Excellent	Medium	9	1	29	0	Research & Development	8	Bachelor	Medical	Female	3	Manufacturing Director	3	1823	1	11	0	10	3	10	0	7
166	Kathleen Ramirez	High	Excellent	High	6	1	30	0	Research & Development	2	Master	Life Sciences	Female	3	Research Scientist	3	2416	0	15	1	10	2	9	7	8
167	Timothy Morris	High	Excellent	Low	4	4	57	1	Research & Development	2	College	Life Sciences	Male	4	Research Scientist	3	2032	3	12	1	32	3	1	0	0
168	Susan Roberts	High	Excellent	Medium	6	1	50	0	Sales	10	Master	Life Sciences	Female	3	Manager	1	1452	0	12	0	28	3	27	15	7
169	Robert Austin	High	Outstanding	High	7	1	30	0	Sales	10	College	Life Sciences	Male	3	Laboratory Technician	3	1898	0	22	1	12	3	11	6	7
170	Dawn Rice	High	Outstanding	High	7	1	60	0	Research & Development	16	Bachelor	Life Sciences	Female	4	Laboratory Technician	2	2026	4	20	0	22	4	18	13	11
171	Thomas Scott	Medium	Excellent	Low	6	4	47	0	Research & Development	1	Bachelor	Technical Degree	Male	5	Manufacturing Director	2	2736	5	16	2	20	2	5	0	4
172	John Rojas	Medium	Outstanding	Low	5	4	46	0	Sales	4	Below College	Technical Degree	Male	1	Laboratory Technician	2	2500	6	21	1	26	3	3	0	1
173	Kathy Barron	High	Excellent	Very High	8	1	35	0	Research & Development	15	College	Medical	Female	2	Laboratory Technician	1	2285	0	12	1	6	2	5	4	3
174	Douglas Payne	High	Excellent	High	3	2	54	0	Research & Development	2	Master	Medical	Male	2	Human Resources	2	2151	7	11	3	19	2	1	0	0
175	Taylor Cabrera	Very High	Excellent	Very High	7	1	34	0	Sales	8	College	Life Sciences	Male	1	Laboratory Technician	3	2252	3	11	2	14	2	7	5	7
176	Adam Hill	Medium	Excellent	High	6	2	46	0	Research & Development	2	Bachelor	Life Sciences	Male	1	Healthcare Representative	2	2352	2	18	0	15	3	3	1	2
177	Bradley Johnson	High	Excellent	High	7	1	31	0	Research & Development	7	Bachelor	Life Sciences	Male	2	Research Director	2	2136	1	14	1	13	3	13	0	8
180	James Franco	High	Excellent	Very High	7	3	30	0	Research & Development	2	Bachelor	Life Sciences	Male	1	Sales Executive	1	1434	0	12	1	4	4	3	1	2
181	Dawn Cruz	Low	Outstanding	Very High	4	1	35	0	Research & Development	12	College	Medical	Female	2	Sales Representative	3	1249	4	23	1	10	2	8	0	0
184	Carolyn Davis	Medium	Excellent	Medium	6	3	42	0	Research & Development	2	Master	Medical	Female	1	Research Scientist	2	2340	4	15	3	8	3	2	2	0
185	Bradley Perez	High	Excellent	Medium	4	1	36	0	Research & Development	3	Master	Medical	Male	1	Research Scientist	3	2120	1	11	0	10	3	10	9	7
187	Christopher Taylor	High	Excellent	Medium	4	1	48	0	Research & Development	6	Bachelor	Medical	Male	1	Laboratory Technician	2	998	2	14	1	14	6	9	6	7
188	Alexandra Baker	High	Excellent	Low	6	1	55	0	Research & Development	1	Bachelor	Medical	Female	1	Sales Executive	1	2529	3	11	0	37	5	10	7	7
189	Jasmine Baker	Medium	Excellent	Very High	8	1	41	0	Research & Development	3	College	Life Sciences	Female	2	Research Scientist	3	2516	7	17	1	16	2	14	1	10
190	Elizabeth Anderson	Medium	Excellent	Medium	4	1	35	0	Research & Development	22	Bachelor	Medical	Female	1	Sales Representative	2	2990	9	18	0	15	2	11	6	9
191	Linda Hurst	High	Excellent	Medium	9	1	40	0	Research & Development	15	Bachelor	Life Sciences	Female	2	Laboratory Technician	1	5119	7	14	0	22	1	20	5	13
192	Frank Washington	High	Excellent	High	4	1	39	0	Research & Development	12	Below College	Medical	Male	1	Research Scientist	3	2745	1	16	1	8	3	8	0	7
193	Terry Benson	Medium	Excellent	Medium	5	1	31	0	Research & Development	1	Master	Life Sciences	Male	3	Research Director	2	1542	4	13	2	10	2	6	0	5
194	Michael Caldwell	High	Excellent	Very High	7	1	42	0	Research & Development	5	Bachelor	Medical	Male	3	Sales Executive	3	2024	1	14	0	10	3	10	5	8
195	Nichole Calhoun	High	Outstanding	Very High	6	1	45	0	Research & Development	2	Below College	Medical	Female	4	Sales Executive	2	2382	0	23	0	9	2	8	3	7
197	John Roberts	Medium	Excellent	Very High	7	2	29	0	Research & Development	5	Bachelor	Medical	Male	1	Research Scientist	1	2189	4	11	0	8	3	3	1	2
198	Taylor Rivas DDS	High	Excellent	Low	6	1	33	0	Research & Development	16	Bachelor	Medical	Female	1	Laboratory Technician	2	2781	4	16	0	10	2	6	0	5
199	Nicole Solomon	High	Excellent	High	7	4	31	0	Research & Development	2	Master	Life Sciences	Female	1	Sales Executive	1	2438	9	14	2	10	2	5	0	1
201	Robin Becker	Medium	Excellent	High	4	1	40	0	Research & Development	1	Master	Technical Degree	Female	2	Laboratory Technician	2	1950	3	19	0	20	3	1	0	1
202	James Harrington	Medium	Excellent	Low	5	1	41	0	Research & Development	23	Bachelor	Life Sciences	Male	2	Manufacturing Director	2	2769	2	15	2	10	2	8	0	7
